Shipment_ID,Date,Origin_Port,Destination_Port,Transport_Mode,Product_Category,Distance_km,Weight_MT,Fuel_Price_Index,Geopolitical_Risk_Score,Weather_Condition,Carrier_Reliability_Score,Lead_Time_Days,Disruption_Occurred,Year,Month,Month_Name,Quarter,Hierarchical_Cluster,PCA1,PCA2
SC-10960,2024-11-08,Los Angeles,Singapore,Rail,Perishables,1700.58,200.78,2.24,5.6,Hurricane,0.927,12.0,1,2024,11,November,4,0,-1.0715927160232408,-0.9603592596943362
SC-10961,2025-08-05,Singapore,Shanghai,Sea,Electronics,9245.71,473.63,2.93,7.9,Rain,0.575,21.63,0,2025,8,August,3,3,0.7776207049428464,-0.07292877188305814
SC-10962,2025-09-27,Antwerp,Busan,Rail,Textiles,4057.56,203.82,2.8,5.7,Rain,0.973,4.39,1,2025,9,September,3,1,-1.048987783222507,-0.76223826461631
SC-10963,2024-03-02,Dubai,Shanghai,Rail,Pharmaceuticals,6144.79,386.15,2.37,2.7,Fog,0.754,6.44,0,2024,3,March,1,2,-0.7705537780624517,-0.7952028611382205
SC-10964,2025-09-16,Rotterdam,Antwerp,Road,Textiles,4686.06,242.45,4.14,6.7,Hurricane,0.963,29.59,1,2025,9,September,3,1,0.18177395747970332,0.033132663473861707
SC-10965,2024-04-11,Hamburg,Marseille,Sea,Electronics,5657.25,448.87,1.75,3.6,Storm,0.668,28.63,0,2024,4,April,2,2,0.23022962236237063,-1.1189193332029803
SC-10966,2024-07-31,Singapore,Hamburg,Sea,Perishables,10926.17,453.97,1.69,5.4,Clear,0.858,18.93,0,2024,7,July,3,0,0.7415012250611593,-1.9247354629434685
SC-10967,2025-10-02,Busan,Dubai,Sea,Electronics,4808.26,44.62,3.1,4.9,Fog,0.741,13.52,0,2025,10,October,4,2,-0.521983409755297,0.9221549134385596
SC-10968,2024-08-04,Busan,Dubai,Air,Perishables,8712.87,468.31,3.37,3.8,Hurricane,0.813,4.91,1,2024,8,August,3,4,-0.4028484997545478,-0.6404650777720857
SC-10969,2024-09-27,Hamburg,Antwerp,Rail,Automotive,7402.73,412.94,1.84,7.2,Rain,0.752,8.59,1,2024,9,September,3,0,-0.14197919241841422,-1.2892265738683828
SC-10970,2025-11-07,Busan,Shanghai,Rail,Automotive,10123.23,395.86,2.49,8.8,Fog,0.984,15.49,1,2025,11,November,4,0,0.6367731818827008,-1.7116676743970807
SC-10971,2024-03-24,Los Angeles,Dubai,Air,Pharmaceuticals,14084.03,101.25,4.32,0.1,Fog,0.846,0.64,0,2024,3,March,1,1,0.014599879436257408,1.2272649589570357
SC-10972,2024-06-09,Rotterdam,Busan,Air,Perishables,11122.3,402.75,2.01,9.3,Storm,0.626,2.42,1,2024,6,June,2,3,0.36138758045004005,-0.651923295321552
SC-10973,2024-09-02,Dubai,Singapore,Road,Electronics,3616.64,425.22,3.41,5.1,Hurricane,0.955,22.35,1,2024,9,September,3,0,-0.4068900306321219,-1.0573186526770135
SC-10974,2024-06-26,Dubai,Antwerp,Sea,Pharmaceuticals,952.16,145.29,3.64,7.0,Clear,0.647,1.48,0,2024,6,June,2,2,-1.5432897538965273,1.27305462540643
SC-10975,2025-07-19,Busan,Hamburg,Air,Pharmaceuticals,4302.83,476.18,2.68,8.6,Storm,0.686,1.49,1,2025,7,July,3,2,-0.8855619684031122,-0.7044060179974854
SC-10976,2024-03-17,Hamburg,Busan,Sea,Automotive,9128.63,25.88,4.29,4.7,Rain,0.551,18.08,1,2024,3,March,1,4,0.3710664275874685,2.558169657216236
SC-10977,2024-06-09,Rotterdam,Busan,Rail,Automotive,1245.67,75.8,3.63,8.3,Hurricane,0.95,9.21,1,2024,6,June,2,1,-1.1316867446623924,0.3027188799064826
SC-10978,2024-01-03,Shanghai,Marseille,Road,Pharmaceuticals,7697.31,269.25,2.71,1.8,Rain,0.643,6.94,0,2024,1,January,1,2,-0.5344153083751326,0.2985683869880574
SC-10979,2025-02-22,Rotterdam,Dubai,Rail,Pharmaceuticals,9154.22,288.32,3.08,1.6,Clear,0.629,6.86,0,2025,2,February,1,2,-0.3266195479523243,0.5448482547056297
SC-10980,2025-04-06,Busan,Shanghai,Sea,Automotive,5346.54,322.93,3.49,6.6,Clear,0.96,9.6,0,2025,4,April,2,1,-0.5800296000004497,-0.6693495246704685
SC-10981,2025-12-06,Hamburg,Singapore,Road,Pharmaceuticals,11678.23,9.47,3.15,8.7,Clear,0.903,10.66,1,2025,12,December,4,1,0.6955121805563806,0.4228652401347614
SC-10982,2025-08-31,Hamburg,Los Angeles,Air,Electronics,2045.67,480.22,4.1,8.9,Storm,0.571,1.09,1,2025,8,August,3,1,-1.2777473441466216,0.6881293510641994
SC-10983,2025-04-26,Dubai,Singapore,Air,Perishables,1589.5,23.25,2.38,6.4,Clear,0.885,0.57,1,2025,4,April,2,1,-1.5197850768041288,-0.08048660143408681
SC-10984,2024-10-25,Busan,Singapore,Sea,Electronics,11058.74,72.39,2.19,5.3,Fog,0.957,28.81,0,2024,10,October,4,3,1.1797895585246048,-0.6336346801621661
SC-10985,2024-02-03,Singapore,Rotterdam,Rail,Pharmaceuticals,7684.62,7.99,1.91,3.3,Storm,0.539,18.52,1,2024,2,February,1,2,0.15440622434383708,1.0620540385171267
SC-10986,2024-08-25,Antwerp,Shanghai,Road,Automotive,10481.83,283.86,1.32,9.8,Rain,0.913,11.31,1,2024,8,August,3,0,0.6507474264496073,-1.8419718106694178
SC-10987,2024-10-22,Rotterdam,Dubai,Rail,Pharmaceuticals,6805.0,466.2,1.34,3.2,Fog,0.774,8.57,0,2024,10,October,4,0,-0.5062074369434518,-1.8597723465796685
SC-10988,2025-12-24,Singapore,Antwerp,Rail,Pharmaceuticals,4072.83,333.31,4.07,7.4,Fog,0.835,5.57,0,2025,12,December,4,1,-0.9034211625051305,0.16823301459146345
SC-10989,2024-10-16,Dubai,Los Angeles,Air,Textiles,12376.98,411.51,3.44,5.3,Storm,0.746,2.53,1,2024,10,October,4,4,0.2107564049680728,-0.13392916623438217
SC-10990,2025-12-20,Los Angeles,Rotterdam,Road,Automotive,12091.53,7.63,3.38,6.1,Rain,0.849,11.4,0,2025,12,December,4,4,0.6206989688301329,0.8282919376919153
SC-10991,2025-04-09,Dubai,Shanghai,Rail,Electronics,10573.1,271.47,3.23,3.9,Fog,0.517,13.82,0,2025,4,April,2,4,0.3926180217527966,1.1225310583819588
SC-10992,2024-03-13,Shanghai,Los Angeles,Sea,Pharmaceuticals,4446.1,230.32,4.0,9.6,Fog,0.881,14.11,0,2024,3,March,1,1,-0.3143724049400732,0.27544736526364594
SC-10993,2025-12-04,Antwerp,Dubai,Road,Electronics,9058.34,249.99,2.78,5.7,Rain,0.517,7.57,1,2025,12,December,4,2,0.013013913114978787,0.8695647882624081
SC-10994,2024-08-27,Los Angeles,Singapore,Road,Textiles,5734.12,37.03,4.07,9.4,Storm,0.728,14.93,1,2024,8,August,3,1,-0.032403693592562684,1.6108760814473875
SC-10995,2024-09-27,Busan,Singapore,Air,Automotive,1827.94,342.53,2.39,0.1,Clear,0.575,0.5,0,2024,9,September,3,2,-1.869647559350776,0.09353903632760864
SC-10996,2025-10-02,Rotterdam,Hamburg,Air,Automotive,13801.05,252.11,4.26,5.7,Rain,0.912,1.39,1,2025,10,October,4,1,0.36163195823944216,0.33186505910194564
SC-10997,2025-08-26,Hamburg,Singapore,Rail,Perishables,2483.87,382.81,3.51,7.2,Fog,0.657,3.98,1,2025,8,August,3,1,-1.186081143998679,0.3112669747608903
SC-10998,2025-11-08,Dubai,Shanghai,Sea,Perishables,14278.44,243.16,2.05,7.5,Rain,0.727,32.71,1,2025,11,November,4,4,2.0750777377421072,-0.44123878311950554
SC-10999,2024-07-21,Antwerp,Singapore,Rail,Pharmaceuticals,6967.08,75.54,3.06,9.0,Storm,0.714,20.95,1,2024,7,July,3,4,0.44564361667088026,0.8502870451117374
SC-11000,2025-03-11,Dubai,Hamburg,Rail,Perishables,3184.43,324.48,2.96,0.0,Storm,0.886,6.68,1,2025,3,March,1,1,-1.4779295135718722,-0.6754317437135248
SC-11001,2024-04-27,Shanghai,Marseille,Road,Textiles,8357.56,87.02,1.66,0.0,Storm,0.741,15.03,1,2024,4,April,2,4,-0.1624391961831476,-0.13968173545583018
SC-11002,2025-07-11,Shanghai,Hamburg,Air,Electronics,13157.71,436.32,3.15,4.7,Rain,0.894,0.7,1,2025,7,July,3,4,0.18957194238110453,-0.990374540413154
SC-11003,2024-08-18,Shanghai,Dubai,Rail,Pharmaceuticals,11117.26,306.95,2.24,0.3,Rain,0.537,8.79,0,2024,8,August,3,4,0.04182238542044288,0.29042335727158264
SC-11004,2025-10-25,Singapore,Antwerp,Road,Pharmaceuticals,12195.14,79.44,1.37,9.7,Fog,0.596,15.17,0,2025,10,October,4,4,1.184076339772976,0.16304009693884378
SC-11005,2024-06-01,Rotterdam,Hamburg,Air,Perishables,10052.36,481.21,4.33,2.2,Storm,0.776,2.38,0,2024,6,June,2,4,-0.43535684009279574,0.13518762149077457
SC-11006,2024-09-29,Rotterdam,Marseille,Road,Automotive,10538.01,259.66,3.32,4.7,Fog,0.974,11.88,1,2024,9,September,3,1,0.24418635586070672,-0.5802452669019689
SC-11007,2024-05-25,Singapore,Rotterdam,Sea,Automotive,12813.34,37.38,4.09,0.6,Storm,0.537,49.853750000000005,1,2024,5,May,2,3,2.100988000272747,2.4829646665881153
SC-11008,2024-03-14,Los Angeles,Busan,Sea,Electronics,4120.19,313.79,3.43,5.2,Fog,0.522,11.46,0,2024,3,March,1,1,-0.6861147635663625,1.0555985521567475
SC-11009,2024-03-02,Shanghai,Marseille,Sea,Pharmaceuticals,7596.66,127.35,2.38,3.8,Hurricane,0.578,49.853750000000005,1,2024,3,March,1,3,1.5196625407088744,0.79055557922383
SC-11010,2024-06-18,Busan,Rotterdam,Air,Pharmaceuticals,3707.54,402.04,2.89,0.4,Fog,0.821,0.5,0,2024,6,June,2,1,-1.625660327926774,-0.7408794742923076
SC-11011,2024-11-10,Los Angeles,Dubai,Air,Perishables,14821.19,409.09,3.43,3.4,Fog,0.699,1.54,0,2024,11,November,4,4,0.44649653405675527,0.08213284858247354
SC-11012,2025-09-01,Shanghai,Rotterdam,Road,Perishables,14188.86,489.49,4.37,3.9,Storm,0.913,30.44,1,2025,9,September,3,3,1.5587159199613205,-0.42188370615449194
SC-11013,2025-08-05,Singapore,Antwerp,Sea,Electronics,1071.69,251.43,2.04,9.9,Hurricane,0.536,16.94,1,2025,8,August,3,2,-0.5624870154856296,0.21081775259012706
SC-11014,2024-10-22,Antwerp,Busan,Air,Perishables,10730.84,228.02,4.09,2.1,Fog,0.598,1.11,0,2024,10,October,4,4,-0.31531751825727183,1.5667667737321085
SC-11015,2025-03-25,Busan,Shanghai,Road,Textiles,13916.1,376.98,4.25,5.4,Hurricane,0.65,49.853750000000005,1,2025,3,March,1,3,2.550780327120588,0.9017642408472238
SC-11016,2024-05-07,Hamburg,Los Angeles,Road,Automotive,3118.34,67.1,3.41,9.9,Storm,0.813,7.91,1,2024,5,May,2,1,-0.7314980580700939,0.7109838669447314
SC-11017,2025-04-24,Singapore,Busan,Sea,Textiles,8735.21,273.91,4.27,7.9,Hurricane,0.843,49.853750000000005,1,2025,4,April,2,3,1.8396467578720201,0.4745030952059785
SC-11018,2025-12-06,Dubai,Busan,Sea,Electronics,13774.58,273.58,2.51,9.9,Fog,0.562,41.73,1,2025,12,December,4,3,2.575658164085883,0.3811800292302136
SC-11019,2024-11-07,Los Angeles,Hamburg,Road,Pharmaceuticals,992.22,45.65,4.34,9.7,Rain,0.972,0.76,1,2024,11,November,4,1,-1.4794365046765812,0.7913225470784866
SC-11020,2025-12-17,Shanghai,Dubai,Air,Automotive,10612.59,209.57,3.52,4.9,Rain,0.671,0.5,1,2025,12,December,4,4,-0.16276211867956766,0.9256220156367138
SC-11021,2025-02-16,Singapore,Busan,Air,Automotive,4811.56,426.79,1.34,7.0,Storm,0.857,1.29,1,2025,2,February,1,0,-0.907277722258985,-2.093901789401516
SC-11022,2024-10-05,Los Angeles,Marseille,Air,Automotive,13903.74,428.22,4.19,1.1,Hurricane,0.762,6.03,1,2024,10,October,4,4,0.2906966406800669,0.30483991343305106
SC-11023,2025-05-27,Busan,Shanghai,Air,Textiles,14580.34,50.52,2.8,4.4,Storm,0.611,3.1,1,2025,5,May,2,4,0.6191452925988602,1.249256329787569
SC-11024,2025-07-06,Shanghai,Hamburg,Rail,Textiles,14191.86,46.27,2.72,8.1,Storm,0.923,40.25,1,2025,7,July,3,3,2.377946710874821,-0.07367881038337003
SC-11025,2025-05-20,Busan,Hamburg,Sea,Automotive,7376.11,132.09,3.07,5.1,Clear,0.909,12.41,0,2025,5,May,2,1,-0.18481617989761429,-0.060355102325975504
SC-11026,2025-03-24,Singapore,Shanghai,Sea,Electronics,12999.62,437.51,1.69,7.0,Clear,0.698,24.68,1,2025,3,March,1,3,1.4831019051889829,-1.251192924851297
SC-11027,2024-03-23,Dubai,Marseille,Rail,Perishables,12745.97,65.32,2.75,7.5,Storm,0.794,36.3,1,2024,3,March,1,3,1.9549682692219312,0.3905715493033249
SC-11028,2025-09-04,Antwerp,Los Angeles,Sea,Electronics,5126.96,360.28,3.94,2.5,Fog,0.629,12.46,0,2025,9,September,3,1,-0.7129155203346771,0.8510270053861109
SC-11029,2024-02-10,Dubai,Los Angeles,Road,Pharmaceuticals,12519.27,51.48,1.25,8.8,Rain,0.845,11.96,0,2024,2,February,1,0,0.9803862004768036,-0.7869231733733846
SC-11030,2025-03-18,Singapore,Shanghai,Sea,Electronics,1036.61,311.95,2.1,4.6,Storm,0.655,5.68,1,2025,3,March,1,2,-1.4657580219377326,-0.365599785497133
SC-11031,2024-11-26,Hamburg,Shanghai,Rail,Electronics,9145.91,178.68,1.21,2.1,Clear,0.922,6.7,0,2024,11,November,4,0,-0.29027226496458736,-1.4978314827733943
SC-11032,2025-09-10,Singapore,Busan,Road,Textiles,3835.13,394.67,2.57,8.7,Fog,0.609,4.54,1,2025,9,September,3,2,-0.791093203806396,-0.1932738662988585
SC-11033,2024-09-13,Shanghai,Singapore,Air,Electronics,2248.22,117.61,3.6,4.2,Hurricane,0.507,1.63,1,2024,9,September,3,2,-1.4809024929463104,1.9293945901914031
SC-11034,2024-01-27,Hamburg,Los Angeles,Sea,Automotive,1615.82,319.96,3.84,7.5,Rain,0.634,4.28,1,2024,1,January,1,1,-1.2957772750699812,0.840873745286548
SC-11035,2024-04-03,Shanghai,Singapore,Rail,Textiles,10596.19,118.61,4.32,5.5,Hurricane,0.596,49.853750000000005,1,2024,4,April,2,3,2.0475718571213672,2.0591931643015084
SC-11036,2024-08-22,Los Angeles,Marseille,Air,Textiles,5428.19,357.12,3.21,3.8,Fog,0.754,1.52,1,2024,8,August,3,0,-1.0585555555264707,-0.13508817459729902
SC-11037,2025-11-21,Shanghai,Busan,Sea,Electronics,11009.12,436.97,2.04,8.1,Storm,0.602,49.853750000000005,1,2025,11,November,4,3,2.354511154291142,-0.661966394588424
SC-11038,2025-08-12,Shanghai,Antwerp,Sea,Pharmaceuticals,1447.67,64.27,4.25,5.8,Fog,0.882,3.5,0,2025,8,August,3,1,-1.5294173150546073,1.062900407013362
SC-11039,2025-08-24,Los Angeles,Marseille,Rail,Perishables,5071.71,433.43,3.76,3.9,Hurricane,0.621,33.75,1,2025,8,August,3,3,0.3166042025971354,0.47895118087739147
SC-11040,2024-01-22,Antwerp,Busan,Air,Textiles,8322.62,297.19,3.1,1.1,Storm,0.853,1.19,0,2024,1,January,1,1,-0.802006604379874,-0.34853798286164733
SC-11041,2025-11-19,Los Angeles,Shanghai,Sea,Perishables,11965.49,64.43,3.5,9.0,Clear,0.789,25.07,1,2025,11,November,4,3,1.4081560155018487,0.9077951015297472
SC-11042,2024-10-02,Los Angeles,Dubai,Road,Automotive,5121.91,214.34,4.25,0.4,Rain,0.993,4.28,0,2024,10,October,4,1,-1.3067999370480026,0.17050370837227247
SC-11043,2025-08-13,Los Angeles,Marseille,Rail,Textiles,9575.42,81.27,3.55,8.6,Clear,1.0,9.43,1,2025,8,August,3,1,0.2471449598642442,0.05548157813965286
SC-11044,2024-02-11,Rotterdam,Dubai,Air,Textiles,13346.68,350.47,2.42,3.6,Fog,0.935,1.67,0,2024,2,February,1,0,0.21250254627748683,-1.3329299365515639
SC-11045,2024-06-28,Antwerp,Hamburg,Sea,Perishables,9430.02,379.68,3.55,6.4,Rain,0.88,20.12,0,2024,6,June,2,1,0.5482320936188965,-0.5023586935274381
SC-11046,2025-04-26,Shanghai,Busan,Road,Automotive,3877.91,53.79,1.33,9.2,Fog,0.693,5.18,0,2025,4,April,2,2,-0.6665263517020554,-0.17240717168656006
SC-11047,2025-06-15,Dubai,Rotterdam,Air,Perishables,853.81,253.56,2.48,1.5,Fog,0.877,0.5,0,2025,6,June,2,0,-2.0008106789896005,-0.7386560618778323
SC-11048,2025-10-29,Busan,Shanghai,Road,Textiles,13116.43,407.5,2.54,5.7,Fog,0.978,14.19,0,2025,10,October,4,0,0.8523826331101474,-1.6501678134847404
SC-11049,2025-03-28,Antwerp,Rotterdam,Rail,Perishables,808.41,468.15,1.75,7.6,Rain,0.512,1.32,0,2025,3,March,1,2,-1.4534152154430218,-0.6236512094318217
SC-11050,2024-10-11,Shanghai,Los Angeles,Sea,Textiles,13183.17,257.25,1.28,7.6,Hurricane,0.769,49.853750000000005,1,2024,10,October,4,3,2.6780292446521052,-1.1901582037274625
SC-11051,2024-07-04,Rotterdam,Dubai,Sea,Perishables,8169.59,475.19,1.64,5.3,Rain,0.609,17.42,0,2024,7,July,3,2,0.2786570297929106,-1.0612935083071606
SC-11052,2025-08-22,Rotterdam,Antwerp,Air,Pharmaceuticals,14116.48,268.31,3.36,6.2,Storm,0.779,2.8,1,2025,8,August,3,4,0.5749013854683344,0.18113999389188692
SC-11053,2025-03-22,Antwerp,Busan,Rail,Pharmaceuticals,12082.36,197.7,3.85,7.6,Clear,0.733,10.94,0,2025,3,March,1,4,0.6967359692709345,0.9182349315648083
SC-11054,2025-10-12,Dubai,Los Angeles,Sea,Perishables,14970.04,424.25,4.46,8.4,Hurricane,0.788,49.853750000000005,1,2025,10,October,4,3,2.884232679684872,0.3050278379622493
SC-11055,2025-05-18,Rotterdam,Antwerp,Road,Perishables,5585.32,247.0,2.34,7.6,Fog,0.775,6.4,1,2025,5,May,2,0,-0.518656193679287,-0.46544379044907236
SC-11056,2024-04-03,Busan,Los Angeles,Rail,Electronics,11624.23,236.48,3.18,3.5,Hurricane,0.98,49.853750000000005,1,2024,4,April,2,3,2.0194773646126607,-0.6144861661425475
SC-11057,2025-04-26,Dubai,Shanghai,Rail,Electronics,6328.0,245.67,4.29,10.0,Rain,0.776,8.44,0,2025,4,April,2,1,-0.21732636340707565,0.8349616499995066
SC-11058,2024-12-22,Dubai,Hamburg,Road,Textiles,7458.2,423.55,1.75,4.3,Storm,0.923,16.74,1,2024,12,December,4,0,-0.011657567885098571,-2.030339325617831
SC-11059,2025-02-22,Dubai,Antwerp,Air,Textiles,9598.83,416.14,3.57,0.2,Storm,0.66,0.69,1,2025,2,February,1,2,-0.659316545814394,0.32558140463678226
SC-11060,2024-12-07,Dubai,Rotterdam,Sea,Automotive,13168.32,202.36,3.69,3.6,Rain,0.719,25.58,1,2024,12,December,4,3,1.2531389065785887,0.891238014978985
SC-11061,2024-11-24,Antwerp,Hamburg,Sea,Automotive,14769.21,167.32,1.49,1.3,Clear,0.735,21.46,1,2024,11,November,4,0,1.2574226678477807,-0.5108310924051195
SC-11062,2025-11-17,Antwerp,Shanghai,Sea,Perishables,11639.96,246.47,4.04,1.2,Rain,0.639,19.31,0,2025,11,November,4,4,0.5643027455664216,1.3129297729224125
SC-11063,2024-04-17,Dubai,Rotterdam,Rail,Automotive,6557.62,286.81,3.88,2.8,Hurricane,0.69,41.84,1,2024,4,April,2,3,0.8305375045639375,0.8192169791452311
SC-11064,2024-06-13,Los Angeles,Busan,Air,Electronics,6609.68,119.93,1.31,0.5,Clear,0.799,0.5,0,2024,6,June,2,0,-1.0569911296245298,-0.7272076626957164
SC-11065,2024-12-03,Los Angeles,Shanghai,Air,Textiles,11194.94,397.18,1.5,6.9,Storm,0.79,2.29,1,2024,12,December,4,0,0.1828269003378362,-1.5964878192887153
SC-11066,2025-02-25,Antwerp,Shanghai,Air,Pharmaceuticals,3962.27,243.75,1.36,0.7,Fog,0.818,0.99,1,2025,2,February,1,0,-1.4696074871572053,-1.2144983289162636
SC-11067,2025-12-11,Hamburg,Los Angeles,Air,Perishables,2101.87,167.69,2.3,2.0,Storm,0.676,0.5,1,2025,12,December,4,2,-1.7008251832416157,0.2299373006498244
SC-11068,2025-05-22,Dubai,Singapore,Sea,Textiles,5642.02,54.3,2.88,0.9,Clear,0.658,7.98,0,2025,5,May,2,2,-0.8783957422154832,1.114715965508168
SC-11069,2024-10-22,Busan,Marseille,Air,Electronics,4664.97,120.18,2.96,0.6,Rain,0.806,0.59,0,2024,10,October,4,1,-1.4282334529799425,0.35826983120681316
SC-11070,2025-11-09,Busan,Rotterdam,Air,Textiles,4796.47,474.69,2.08,2.7,Rain,0.566,0.87,1,2025,11,November,4,2,-1.1868897153994977,-0.5667676858903263
SC-11071,2025-02-14,Antwerp,Hamburg,Air,Electronics,3887.31,153.24,4.21,5.7,Rain,0.627,0.5,1,2025,2,February,1,4,-1.2153498836250973,1.7353764823509403
SC-11072,2025-07-17,Singapore,Marseille,Air,Textiles,1110.35,85.26,2.42,9.6,Storm,0.521,0.6,1,2025,7,July,3,2,-1.2952532786569866,1.1223044232167296
SC-11073,2024-02-07,Singapore,Busan,Air,Electronics,759.17,230.88,1.35,8.8,Fog,0.536,0.5,1,2024,2,February,1,2,-1.3862385293389732,-0.16826946294620448
SC-11074,2025-04-10,Hamburg,Busan,Rail,Perishables,14821.97,154.24,2.19,8.8,Fog,0.622,22.16,1,2025,4,April,2,4,1.8148482006360904,0.3706851912558982
SC-11075,2024-03-31,Singapore,Dubai,Road,Automotive,6702.71,18.54,2.95,1.8,Hurricane,0.51,34.78,1,2024,3,March,1,3,0.5744279020431858,1.853433749728915
SC-11076,2024-11-18,Rotterdam,Hamburg,Sea,Textiles,6072.74,162.25,2.55,2.6,Clear,0.623,9.17,0,2024,11,November,4,2,-0.6261924856371844,0.630024718847542
SC-11077,2024-09-15,Hamburg,Shanghai,Road,Textiles,10354.89,272.51,2.1,0.8,Storm,0.827,18.91,0,2024,9,September,3,0,0.3369173340330509,-0.8356972578476866
SC-11078,2024-11-27,Singapore,Shanghai,Air,Pharmaceuticals,3664.68,276.3,1.63,7.8,Storm,0.531,1.48,1,2024,11,November,4,2,-0.9514826111121847,-0.09804620703414833
SC-11079,2024-04-28,Hamburg,Dubai,Air,Electronics,14274.44,178.92,3.9,0.7,Fog,0.718,2.16,0,2024,4,April,2,4,0.19463896946879528,1.1651792463596948
SC-11080,2025-02-17,Los Angeles,Antwerp,Sea,Perishables,11902.0,224.2,4.49,5.6,Hurricane,0.957,49.853750000000005,1,2025,2,February,1,3,2.165601522726507,0.38658723510992526
SC-11081,2025-06-10,Los Angeles,Marseille,Sea,Automotive,1796.46,482.79,2.29,2.5,Fog,0.896,3.54,1,2025,6,June,2,0,-1.6598833015351047,-1.7585124653002728
SC-11082,2024-01-02,Dubai,Rotterdam,Air,Electronics,6554.92,189.3,2.46,2.4,Rain,0.653,0.5,1,2024,1,January,1,2,-0.94974210252399,0.36269875040626814
SC-11083,2025-11-04,Singapore,Antwerp,Rail,Electronics,13247.22,129.86,3.24,9.9,Storm,0.962,40.67,1,2025,11,November,4,3,2.3304103863210996,-0.19125548382532026
SC-11084,2025-07-09,Hamburg,Antwerp,Rail,Perishables,14198.61,122.49,3.57,7.6,Clear,0.665,13.66,0,2025,7,July,3,4,1.1948322946444871,1.2657403225753638
SC-11085,2025-04-18,Rotterdam,Dubai,Road,Textiles,7277.32,229.42,2.49,8.4,Hurricane,0.536,47.75,1,2025,4,April,2,3,1.68932776330143,0.6192576429736941
SC-11086,2025-02-27,Shanghai,Singapore,Air,Textiles,9394.47,380.0,4.19,5.7,Storm,0.997,1.59,1,2025,2,February,1,1,-0.37588257575630357,-0.514053833383396
SC-11087,2024-02-25,Singapore,Busan,Sea,Pharmaceuticals,2921.99,103.79,3.05,8.7,Clear,0.935,6.53,0,2024,2,February,1,1,-0.9254624603999558,-0.12910503608667537
SC-11088,2024-07-11,Busan,Hamburg,Air,Perishables,14871.95,354.94,2.69,6.5,Fog,0.733,2.03,0,2024,7,July,3,0,0.7145622004067669,-0.39879172382953504
SC-11089,2025-06-14,Dubai,Marseille,Road,Textiles,3859.24,11.55,3.33,9.5,Clear,0.833,3.13,1,2025,6,June,2,1,-0.8463884275786054,0.7820743086948395
SC-11090,2025-01-05,Rotterdam,Shanghai,Road,Pharmaceuticals,14169.61,210.05,4.34,2.8,Rain,0.836,11.33,1,2025,1,January,1,1,0.6789713863675074,0.8632394188982873
SC-11091,2025-09-29,Rotterdam,Singapore,Sea,Pharmaceuticals,9919.88,388.16,3.82,6.0,Rain,0.597,21.74,0,2025,9,September,3,4,0.7288900321472398,0.7695923394393541
SC-11092,2025-05-25,Hamburg,Antwerp,Air,Automotive,9312.18,170.03,1.33,6.9,Hurricane,0.6,5.69,1,2025,5,May,2,4,0.09634358974720864,-0.1727719490448872
SC-11093,2025-10-02,Dubai,Antwerp,Rail,Pharmaceuticals,7933.98,282.3,2.3,3.9,Hurricane,0.735,49.853750000000005,1,2025,10,October,4,3,1.534434617867529,-0.42649869195278817
SC-11094,2025-03-28,Los Angeles,Marseille,Sea,Automotive,3844.71,103.28,2.75,8.8,Rain,0.956,9.11,0,2025,3,March,1,1,-0.6478285157841096,-0.4128978468537642
SC-11095,2024-02-22,Los Angeles,Hamburg,Air,Textiles,3059.66,371.26,2.24,9.8,Clear,0.505,0.5,0,2024,2,February,1,2,-0.9804014362883361,0.06047234775280248
SC-11096,2024-07-27,Hamburg,Los Angeles,Road,Automotive,3697.05,27.09,3.51,4.9,Storm,0.891,7.57,1,2024,7,July,3,1,-1.0159460001679168,0.671264244243528
SC-11097,2024-09-30,Hamburg,Antwerp,Sea,Textiles,3203.35,426.42,3.93,3.9,Fog,0.529,7.87,1,2024,9,September,3,1,-1.1134431688089457,0.9845528704891915
SC-11098,2025-07-16,Shanghai,Rotterdam,Sea,Perishables,11803.97,99.9,3.61,4.7,Hurricane,0.739,49.853750000000005,1,2025,7,July,3,3,2.183789102931031,1.0930830960339737
SC-11099,2024-05-14,Antwerp,Hamburg,Air,Automotive,5576.82,437.32,4.46,8.5,Rain,0.819,0.5,1,2024,5,May,2,1,-0.8256426762583858,0.12442885490417167
SC-11100,2024-10-21,Los Angeles,Busan,Air,Perishables,1338.72,176.91,2.1,6.5,Rain,0.843,0.5,1,2024,10,October,4,0,-1.548394116631891,-0.6482077953361622
SC-11101,2025-03-24,Shanghai,Antwerp,Sea,Electronics,14551.99,361.62,4.09,0.4,Rain,0.529,25.04,0,2025,3,March,1,4,1.2518644056330592,1.3903985461750978
SC-11102,2025-12-16,Dubai,Shanghai,Air,Textiles,13314.9,160.29,3.73,5.4,Fog,0.709,1.67,1,2025,12,December,4,4,0.3505713877892208,1.094823599124895
SC-11103,2025-05-11,Busan,Singapore,Road,Pharmaceuticals,13952.41,453.05,2.4,0.2,Rain,0.792,9.67,0,2025,5,May,2,0,0.4567665870830679,-1.1079157229350778
SC-11104,2024-05-04,Rotterdam,Los Angeles,Sea,Electronics,14926.16,64.19,3.62,7.8,Clear,0.533,27.81,1,2024,5,May,2,3,1.9858582922172208,2.0187675853951546
